Experiment ID,ts,drug concentration (uM),spheroIndex,Area (um2),Perimeter (um),Solidity,Equivalent Diameter (um),Circularity,Mean grey value,Homogeneity,Energy,Correlation,UniqueIdentifier,2 classes encoded,Growth1-0,Growth2-1,Growth2-0,Grey1-0,Grey2-1,Grey2-0
1305,0,2.0,9,14559.812,549.9968057159999,0.894255875,136.15479575019998,0.604846674,639.8251507,0.968356757,0.933114804,0.898239354,"(1305_B, 9, 2.0)",,,,,,,
1305,0,2.0,10,14597.0086,627.445797034,0.802746932,136.3286051604,0.46593067,673.9309236,0.968258737,0.932313883,0.887699269,"(1305_B, 10, 2.0)",,,,,,,
1305,0,2.0,11,21212.6896,849.261512138,0.760670732,164.3436498478,0.369592131,417.1742147,0.951066987,0.902868848,0.922704124,"(1305_B, 11, 2.0)",,,,,,,
1305,0,2.0,12,24082.1416,1627.9216773019998,0.527590221,175.1066389518,0.114192599,661.1275749,0.946467629,0.883282095,0.893237883,"(1305_B, 12, 2.0)",,,,,,,
1305,0,2.0,13,17620.5608,746.715462328,0.748194946,149.7838269268,0.397117752,549.9805122,0.962162922,0.918870857,0.92305881,"(1305_B, 13, 2.0)",,,,,,,
1305,0,2.0,14,18284.7858,845.1145362279999,0.672070313,152.5808387276,0.32171299,539.5763681,0.955410171,0.914742327,0.89861292,"(1305_B, 14, 2.0)",,,,,,,
1305,0,2.0,15,12949.7306,543.3410925679999,0.842087077,128.4060321492,0.55122067,457.4866148,0.96800809,0.939913606,0.902895256,"(1305_B, 15, 2.0)",,,,,,,
1305,0,2.0,16,13810.5662,522.662436934,0.891595197,132.605275248,0.635299875,547.526531,0.966672903,0.936477853,0.903465802,"(1305_B, 16, 2.0)",,,,,,,
1305,0,2.0,17,18189.1374,1082.535210204,0.632834165,152.18123741419998,0.195046385,613.2547887,0.95179135,0.912787357,0.887533189,"(1305_B, 17, 2.0)",,,,,,,
1305,0,2.0,19,14049.687199999998,666.2381504079999,0.75284738,133.7483358288,0.397756718,659.9936982,0.965872475,0.934287347,0.898181654,"(1305_B, 19, 2.0)",,,,,,,
1305,0,2.0,20,24193.7314,1024.973865186,0.661580936,175.51186728599998,0.289392409,415.3562736,0.945267091,0.882248723,0.918162808,"(1305_B, 20, 2.0)",,,,,,,
1305,0,5.0,1,22302.0186,782.8071417259999,0.806495004,168.51056942719998,0.457345573,722.6883128,0.956762988,0.898346347,0.914999192,"(1305_B, 1, 5.0)",,,,,,,
